date,time,graha_positions,veda_calculations
"2022-08-16 09:00:00","-05:00:00","{""(GU)"":""N26P4"",""(SA)"":""N23P2"",""(RA)"":""N2P3"",""(TE)"":""N21P2"",""SW"":""N2P4"",""CH"":""N27P4"",""SY"":""N9P4"",""BU"":""N11P4"",""MA"":""N3P3"",""(KE)"":""N16P1"",""(SM)"":""N25P4"",""SK"":""N8P3"",""LG"":""N13P2""}","{""rasi"":{""code"":""R10"",""name"":""lagna"",""veda"":[[(TE)], [CH]]},""tithi"":{""code"":""poorna"",""name"":""tithi"",""veda"":[[(GU)], [LG]]},""nakshatra"":{""code"":""N23"",""name"":""nakshatra"",""veda"":[[(SA)]]},""vaara"":{""code"":""rikta"",""name"":""vaara"",""veda"":[[(TE)], [(GU)], [SY], [(SA)], [(RA), SW], [LG]]},""lagna"":{""code"":""R10"",""name"":""lagna"",""veda"":[[(TE)], [CH]]}}"
"2022-08-16 17:00:00","-05:00:00","{""(GU)"":""N26P4"",""(SA)"":""N23P2"",""(RA)"":""N2P3"",""(TE)"":""N21P2"",""SW"":""N2P4"",""CH"":""N1P2"",""SY"":""N9P4"",""BU"":""N11P4"",""MA"":""N3P3"",""(KE)"":""N16P1"",""(SM)"":""N25P4"",""SK"":""N8P3"",""LG"":""N20P4""}","{""rasi"":{""code"":""R10"",""name"":""lagna"",""veda"":[[(TE)]]},""tithi"":{""code"":""poorna"",""name"":""tithi"",""veda"":[[(GU)], [LG]]},""nakshatra"":{""code"":""N23"",""name"":""nakshatra"",""veda"":[[(SA)]]},""vaara"":{""code"":""rikta"",""name"":""vaara"",""veda"":[[(TE)], [(GU)], [SY], [(SA)], [(RA), SW]]},""lagna"":{""code"":""R10"",""name"":""lagna"",""veda"":[[(TE)]]}}"
"2022-08-17 09:00:00","-05:00:00","{""(GU)"":""N26P4"",""(SA)"":""N23P2"",""(RA)"":""N2P3"",""(TE)"":""N21P2"",""SW"":""N2P4"",""CH"":""N1P4"",""SY"":""N10P1"",""BU"":""N11P4"",""MA"":""N3P3"",""(KE)"":""N16P1"",""(SM)"":""N25P4"",""SK"":""N8P3"",""LG"":""N13P2""}","{""rasi"":{""code"":""R10"",""name"":""lagna"",""veda"":[[(TE)], [SY]]},""tithi"":{""code"":""poorna"",""name"":""tithi"",""veda"":[[(GU)], [LG]]},""nakshatra"":{""code"":""N23"",""name"":""nakshatra"",""veda"":[[(SA)]]},""vaara"":{""code"":""rikta"",""name"":""vaara"",""veda"":[[(TE)], [(GU)], [(SA)], [(RA), SW], [LG]]},""lagna"":{""code"":""R10"",""name"":""lagna"",""veda"":[[(TE)], [SY]]}}"
"2022-08-17 17:00:00","-05:00:00","{""(GU)"":""N26P4"",""(SA)"":""N23P2"",""(RA)"":""N2P3"",""(TE)"":""N21P2"",""SW"":""N2P4"",""CH"":""N2P1"",""SY"":""N10P1"",""BU"":""N11P4"",""MA"":""N3P3"",""(KE)"":""N16P1"",""(SM)"":""N25P4"",""SK"":""N8P4"",""LG"":""N20P4""}","{""rasi"":{""code"":""R10"",""name"":""lagna"",""veda"":[[(TE)], [SY]]},""tithi"":{""code"":""poorna"",""name"":""tithi"",""veda"":[[(GU)], [LG]]},""nakshatra"":{""code"":""N23"",""name"":""nakshatra"",""veda"":[[(SA)]]},""vaara"":{""code"":""rikta"",""name"":""vaara"",""veda"":[[(TE)], [(GU)], [CH, (RA), SW], [(SA)]]},""lagna"":{""code"":""R10"",""name"":""lagna"",""veda"":[[(TE)], [SY]]}}"
"2022-08-18 09:00:00","-05:00:00","{""(GU)"":""N26P4"",""(SA)"":""N23P2"",""(RA)"":""N2P3"",""(TE)"":""N21P2"",""SW"":""N2P4"",""CH"":""N2P4"",""SY"":""N10P1"",""BU"":""N12P1"",""MA"":""N3P3"",""(KE)"":""N16P1"",""(SM)"":""N25P4"",""SK"":""N8P4"",""LG"":""N13P2""}","{""rasi"":{""code"":""R10"",""name"":""lagna"",""veda"":[[(TE)], [SY]]},""tithi"":{""code"":""poorna"",""name"":""tithi"",""veda"":[[(GU)], [LG]]},""nakshatra"":{""code"":""N23"",""name"":""nakshatra"",""veda"":[[(SA)]]},""vaara"":{""code"":""rikta"",""name"":""vaara"",""veda"":[[(TE)], [(GU)], [CH, (RA), SW], [(SA)], [LG]]},""lagna"":{""code"":""R10"",""name"":""lagna"",""veda"":[[(TE)], [SY]]}}"
"2022-08-18 17:00:00","-05:00:00","{""(GU)"":""N26P4"",""(SA)"":""N23P2"",""(RA)"":""N2P3"",""(TE)"":""N21P2"",""SW"":""N2P4"",""CH"":""N3P1"",""SY"":""N10P1"",""BU"":""N12P1"",""MA"":""N3P3"",""(KE)"":""N16P1"",""(SM)"":""N25P4"",""SK"":""N8P4"",""LG"":""N21P1""}","{""rasi"":{""code"":""R10"",""name"":""lagna"",""veda"":[[LG, (TE)], [SY]]},""tithi"":{""code"":""poorna"",""name"":""tithi"",""veda"":[[(GU)]]},""nakshatra"":{""code"":""N23"",""name"":""nakshatra"",""veda"":[[(SA)]]},""vaara"":{""code"":""rikta"",""name"":""vaara"",""veda"":[[(GU)], [LG, (TE)], [(SA)], [(RA), SW]]},""lagna"":{""code"":""R10"",""name"":""lagna"",""veda"":[[LG, (TE)], [SY]]}}"
"2022-08-19 09:00:00","-05:00:00","{""(GU)"":""N26P4"",""(SA)"":""N23P2"",""(RA)"":""N2P3"",""(TE)"":""N21P2"",""SW"":""N2P4"",""CH"":""N3P4"",""SY"":""N10P1"",""BU"":""N12P1"",""MA"":""N3P3"",""(KE)"":""N16P1"",""(SM)"":""N25P4"",""SK"":""N8P4"",""LG"":""N13P3""}","{""rasi"":{""code"":""R10"",""name"":""lagna"",""veda"":[[(TE)], [SY]]},""tithi"":{""code"":""poorna"",""name"":""tithi"",""veda"":[[(GU)], [LG]]},""nakshatra"":{""code"":""N23"",""name"":""nakshatra"",""veda"":[[(SA)]]},""vaara"":{""code"":""rikta"",""name"":""vaara"",""veda"":[[(TE)], [(GU)], [(SA)], [(RA), SW], [LG]]},""lagna"":{""code"":""R10"",""name"":""lagna"",""veda"":[[(TE)], [SY]]}}"
"2022-08-19 17:00:00","-05:00:00","{""(GU)"":""N26P4"",""(SA)"":""N23P2"",""(RA)"":""N2P3"",""(TE)"":""N21P2"",""SW"":""N2P4"",""CH"":""N4P1"",""SY"":""N10P1"",""BU"":""N12P1"",""MA"":""N3P3"",""(KE)"":""N16P1"",""(SM)"":""N25P4"",""SK"":""N8P4"",""LG"":""N21P1""}","{""rasi"":{""code"":""R10"",""name"":""lagna"",""veda"":[[LG, (TE)], [SY]]},""tithi"":{""code"":""poorna"",""name"":""tithi"",""veda"":[[(GU)]]},""nakshatra"":{""code"":""N23"",""name"":""nakshatra"",""veda"":[[(SA)]]},""vaara"":{""code"":""rikta"",""name"":""vaara"",""veda"":[[(GU)], [LG, (TE)], [(SA)], [(RA), SW]]},""lagna"":{""code"":""R10"",""name"":""lagna"",""veda"":[[LG, (TE)], [SY]]}}"
"2022-08-20 09:00:00","-05:00:00","{""(GU)"":""N26P4"",""(SA)"":""N23P2"",""(RA)"":""N2P3"",""(TE)"":""N21P2"",""SW"":""N2P4"",""CH"":""N4P3"",""SY"":""N10P2"",""BU"":""N12P1"",""MA"":""N3P3"",""(KE)"":""N16P1"",""(SM)"":""N25P4"",""SK"":""N8P4"",""LG"":""N13P3""}","{""rasi"":{""code"":""R10"",""name"":""lagna"",""veda"":[[(TE)], [SY]]},""tithi"":{""code"":""poorna"",""name"":""tithi"",""veda"":[[(GU)], [LG]]},""nakshatra"":{""code"":""N23"",""name"":""nakshatra"",""veda"":[[(SA)]]},""vaara"":{""code"":""rikta"",""name"":""vaara"",""veda"":[[(TE)], [(GU)], [(SA)], [(RA), SW], [LG]]},""lagna"":{""code"":""R10"",""name"":""lagna"",""veda"":[[(TE)], [SY]]}}"
"2022-08-20 17:00:00","-05:00:00","{""(GU)"":""N26P4"",""(SA)"":""N23P2"",""(RA)"":""N2P3"",""(TE)"":""N21P2"",""SW"":""N2P4"",""CH"":""N4P4"",""SY"":""N10P2"",""BU"":""N12P2"",""MA"":""N3P3"",""(KE)"":""N16P1"",""(SM)"":""N25P4"",""SK"":""N9P1"",""LG"":""N21P1""}","{""rasi"":{""code"":""R10"",""name"":""lagna"",""veda"":[[LG, (TE)], [SY]]},""tithi"":{""code"":""poorna"",""name"":""tithi"",""veda"":[[(GU)]]},""nakshatra"":{""code"":""N23"",""name"":""nakshatra"",""veda"":[[(SA)]]},""vaara"":{""code"":""rikta"",""name"":""vaara"",""veda"":[[SK], [(GU)], [LG, (TE)], [(SA)], [(RA), SW]]},""lagna"":{""code"":""R10"",""name"":""lagna"",""veda"":[[LG, (TE)], [SY]]}}"
"2022-08-21 09:00:00","-05:00:00","{""(GU)"":""N26P4"",""(SA)"":""N23P2"",""(RA)"":""N2P3"",""(TE)"":""N21P2"",""SW"":""N2P4"",""CH"":""N5P3"",""SY"":""N10P2"",""BU"":""N12P2"",""MA"":""N3P3"",""(KE)"":""N16P1"",""(SM)"":""N25P4"",""SK"":""N9P1"",""LG"":""N13P3""}","{""rasi"":{""code"":""R10"",""name"":""lagna"",""veda"":[[(TE)], [SY], [CH]]},""tithi"":{""code"":""poorna"",""name"":""tithi"",""veda"":[[(GU)], [LG]]},""nakshatra"":{""code"":""N23"",""name"":""nakshatra"",""veda"":[[(SA)]]},""vaara"":{""code"":""rikta"",""name"":""vaara"",""veda"":[[SK], [(TE)], [(GU)], [CH], [(SA)], [(RA), SW], [LG]]},""lagna"":{""code"":""R10"",""name"":""lagna"",""veda"":[[(TE)], [SY], [CH]]}}"
"2022-08-21 17:00:00","-05:00:00","{""(GU)"":""N26P4"",""(SA)"":""N23P2"",""(RA)"":""N2P3"",""(TE)"":""N21P2"",""SW"":""N2P4"",""CH"":""N5P4"",""SY"":""N10P2"",""BU"":""N12P2"",""MA"":""N3P4"",""(KE)"":""N16P1"",""(SM)"":""N25P4"",""SK"":""N9P1"",""LG"":""N21P2""}","{""rasi"":{""code"":""R10"",""name"":""lagna"",""veda"":[[LG, (TE)], [SY], [CH]]},""tithi"":{""code"":""poorna"",""name"":""tithi"",""veda"":[[(GU)]]},""nakshatra"":{""code"":""N23"",""name"":""nakshatra"",""veda"":[[(SA)]]},""vaara"":{""code"":""rikta"",""name"":""vaara"",""veda"":[[SK], [(GU)], [LG, (TE)], [CH], [(SA)], [(RA), SW]]},""lagna"":{""code"":""R10"",""name"":""lagna"",""veda"":[[LG, (TE)], [SY], [CH]]}}"
"2022-08-22 09:00:00","-05:00:00","{""(GU)"":""N26P4"",""(SA)"":""N23P2"",""(RA)"":""N2P3"",""(TE)"":""N21P2"",""SW"":""N2P4"",""CH"":""N6P2"",""SY"":""N10P2"",""BU"":""N12P2"",""MA"":""N3P4"",""(KE)"":""N16P1"",""(SM)"":""N25P4"",""SK"":""N9P1"",""LG"":""N13P3""}","{""rasi"":{""code"":""R10"",""name"":""lagna"",""veda"":[[(TE)], [SY]]},""tithi"":{""code"":""poorna"",""name"":""tithi"",""veda"":[[(GU)], [CH], [LG]]},""nakshatra"":{""code"":""N23"",""name"":""nakshatra"",""veda"":[[(SA)]]},""vaara"":{""code"":""rikta"",""name"":""vaara"",""veda"":[[SK], [(TE)], [(GU)], [(SA)], [(RA), SW], [LG]]},""lagna"":{""code"":""R10"",""name"":""lagna"",""veda"":[[(TE)], [SY]]}}"
"2022-08-22 17:00:00","-05:00:00","{""(GU)"":""N26P4"",""(SA)"":""N23P2"",""(RA)"":""N2P3"",""(TE)"":""N21P2"",""SW"":""N2P4"",""CH"":""N6P3"",""SY"":""N10P2"",""BU"":""N12P2"",""MA"":""N3P4"",""(KE)"":""N16P1"",""(SM)"":""N25P4"",""SK"":""N9P1"",""LG"":""N21P2""}","{""rasi"":{""code"":""R10"",""name"":""lagna"",""veda"":[[LG, (TE)], [SY]]},""tithi"":{""code"":""poorna"",""name"":""tithi"",""veda"":[[(GU)], [CH]]},""nakshatra"":{""code"":""N23"",""name"":""nakshatra"",""veda"":[[(SA)]]},""vaara"":{""code"":""rikta"",""name"":""vaara"",""veda"":[[SK], [(GU)], [LG, (TE)], [(SA)], [(RA), SW]]},""lagna"":{""code"":""R10"",""name"":""lagna"",""veda"":[[LG, (TE)], [SY]]}}"
"2022-08-23 09:00:00","-05:00:00","{""(GU)"":""N26P4"",""(SA)"":""N23P2"",""(RA)"":""N2P3"",""(TE)"":""N21P2"",""SW"":""N2P4"",""CH"":""N7P2"",""SY"":""N10P2"",""BU"":""N12P2"",""MA"":""N3P4"",""(KE)"":""N16P1"",""(SM)"":""N25P4"",""SK"":""N9P2"",""LG"":""N13P3""}","{""rasi"":{""code"":""R10"",""name"":""lagna"",""veda"":[[(TE)], [SY]]},""tithi"":{""code"":""poorna"",""name"":""tithi"",""veda"":[[(GU)], [LG]]},""nakshatra"":{""code"":""N23"",""name"":""nakshatra"",""veda"":[[(SA)]]},""vaara"":{""code"":""rikta"",""name"":""vaara"",""veda"":[[SK], [(TE)], [(GU)], [(SA)], [(RA), SW], [LG]]},""lagna"":{""code"":""R10"",""name"":""lagna"",""veda"":[[(TE)], [SY]]}}"
"2022-08-23 17:00:00","-05:00:00","{""(GU)"":""N26P4"",""(SA)"":""N23P2"",""(RA)"":""N2P3"",""(TE)"":""N21P2"",""SW"":""N2P4"",""CH"":""N7P3"",""SY"":""N10P2"",""BU"":""N12P3"",""MA"":""N3P4"",""(KE)"":""N16P1"",""(SM)"":""N25P4"",""SK"":""N9P2"",""LG"":""N21P2""}","{""rasi"":{""code"":""R10"",""name"":""lagna"",""veda"":[[LG, (TE)], [SY]]},""tithi"":{""code"":""poorna"",""name"":""tithi"",""veda"":[[(GU)]]},""nakshatra"":{""code"":""N23"",""name"":""nakshatra"",""veda"":[[(SA)]]},""vaara"":{""code"":""rikta"",""name"":""vaara"",""veda"":[[SK], [(GU)], [LG, (TE)], [(SA)], [(RA), SW]]},""lagna"":{""code"":""R10"",""name"":""lagna"",""veda"":[[LG, (TE)], [SY]]}}"
"2022-08-24 09:00:00","-05:00:00","{""(GU)"":""N26P4"",""(SA)"":""N23P2"",""(RA)"":""N2P3"",""(TE)"":""N21P2"",""CH"":""N8P1"",""SY"":""N10P3"",""(SW)"":""N2P4"",""BU"":""N12P3"",""MA"":""N3P4"",""(KE)"":""N16P1"",""(SM)"":""N25P4"",""SK"":""N9P2"",""LG"":""N13P4""}","{""rasi"":{""code"":""R10"",""name"":""lagna"",""veda"":[[(TE)], [SY]]},""tithi"":{""code"":""poorna"",""name"":""tithi"",""veda"":[[(GU)], [LG]]},""nakshatra"":{""code"":""N23"",""name"":""nakshatra"",""veda"":[[(SA)]]},""vaara"":{""code"":""rikta"",""name"":""vaara"",""veda"":[[SK], [(TE)], [(GU)], [(SA)], [LG], [(RA), (SW)]]},""lagna"":{""code"":""R10"",""name"":""lagna"",""veda"":[[(TE)], [SY]]}}"
"2022-08-24 17:00:00","-05:00:00","{""(GU)"":""N26P4"",""(SA)"":""N23P2"",""(RA)"":""N2P3"",""(TE)"":""N21P2"",""CH"":""N8P3"",""SY"":""N10P3"",""(SW)"":""N2P4"",""BU"":""N12P3"",""MA"":""N3P4"",""(KE)"":""N16P1"",""(SM)"":""N25P4"",""SK"":""N9P2"",""LG"":""N21P3""}","{""rasi"":{""code"":""R10"",""name"":""lagna"",""veda"":[[LG, (TE)], [SY]]},""tithi"":{""code"":""poorna"",""name"":""tithi"",""veda"":[[(GU)]]},""nakshatra"":{""code"":""N23"",""name"":""nakshatra"",""veda"":[[(SA)]]},""vaara"":{""code"":""rikta"",""name"":""vaara"",""veda"":[[SK], [(GU)], [LG, (TE)], [(SA)], [(RA), (SW)]]},""lagna"":{""code"":""R10"",""name"":""lagna"",""veda"":[[LG, (TE)], [SY]]}}"
"2022-08-25 09:00:00","-05:00:00","{""(GU)"":""N26P3"",""(SA)"":""N23P2"",""(RA)"":""N2P3"",""(TE)"":""N21P2"",""CH"":""N9P1"",""SY"":""N10P3"",""(SW)"":""N2P4"",""BU"":""N12P3"",""MA"":""N3P4"",""(KE)"":""N16P1"",""(SM)"":""N25P4"",""SK"":""N9P2"",""LG"":""N13P4""}","{""rasi"":{""code"":""R10"",""name"":""lagna"",""veda"":[[(TE)], [SY]]},""tithi"":{""code"":""poorna"",""name"":""tithi"",""veda"":[[(GU)], [LG]]},""nakshatra"":{""code"":""N23"",""name"":""nakshatra"",""veda"":[[(SA)]]},""vaara"":{""code"":""rikta"",""name"":""vaara"",""veda"":[[(TE)], [(GU)], [CH, SK], [(SA)], [LG], [(RA), (SW)]]},""lagna"":{""code"":""R10"",""name"":""lagna"",""veda"":[[(TE)], [SY]]}}"
"2022-08-25 17:00:00","-05:00:00","{""(GU)"":""N26P3"",""(SA)"":""N23P2"",""(RA)"":""N2P3"",""(TE)"":""N21P2"",""CH"":""N9P2"",""SY"":""N10P3"",""(SW)"":""N2P4"",""BU"":""N12P3"",""MA"":""N3P4"",""(KE)"":""N16P1"",""(SM)"":""N25P4"",""SK"":""N9P2"",""LG"":""N21P3""}","{""rasi"":{""code"":""R10"",""name"":""lagna"",""veda"":[[LG, (TE)], [SY]]},""tithi"":{""code"":""poorna"",""name"":""tithi"",""veda"":[[(GU)]]},""nakshatra"":{""code"":""N23"",""name"":""nakshatra"",""veda"":[[(SA)]]},""vaara"":{""code"":""rikta"",""name"":""vaara"",""veda"":[[(GU)], [LG, (TE)], [CH, SK], [(SA)], [(RA), (SW)]]},""lagna"":{""code"":""R10"",""name"":""lagna"",""veda"":[[LG, (TE)], [SY]]}}"
"2022-08-26 09:00:00","-05:00:00","{""(GU)"":""N26P3"",""(SA)"":""N23P2"",""(RA)"":""N2P3"",""(TE)"":""N21P2"",""CH"":""N10P1"",""SY"":""N10P3"",""(SW)"":""N2P4"",""BU"":""N12P3"",""MA"":""N3P4"",""(KE)"":""N16P1"",""(SM)"":""N25P4"",""SK"":""N9P3"",""LG"":""N13P4""}","{""rasi"":{""code"":""R10"",""name"":""lagna"",""veda"":[[(TE)], [SY, CH]]},""tithi"":{""code"":""poorna"",""name"":""tithi"",""veda"":[[(GU)], [LG]]},""nakshatra"":{""code"":""N23"",""name"":""nakshatra"",""veda"":[[(SA)]]},""vaara"":{""code"":""rikta"",""name"":""vaara"",""veda"":[[SK], [(TE)], [(GU)], [(SA)], [LG], [(RA), (SW)]]},""lagna"":{""code"":""R10"",""name"":""lagna"",""veda"":[[(TE)], [SY, CH]]}}"
"2022-08-26 17:00:00","-05:00:00","{""(GU)"":""N26P3"",""(SA)"":""N23P2"",""(RA)"":""N2P3"",""(TE)"":""N21P2"",""CH"":""N10P2"",""SY"":""N10P3"",""(SW)"":""N2P4"",""BU"":""N12P4"",""MA"":""N3P4"",""(KE)"":""N16P1"",""(SM)"":""N25P4"",""SK"":""N9P3"",""LG"":""N21P3""}","{""rasi"":{""code"":""R10"",""name"":""lagna"",""veda"":[[LG, (TE)], [SY, CH]]},""tithi"":{""code"":""poorna"",""name"":""tithi"",""veda"":[[(GU)]]},""nakshatra"":{""code"":""N23"",""name"":""nakshatra"",""veda"":[[(SA)]]},""vaara"":{""code"":""rikta"",""name"":""vaara"",""veda"":[[SK], [(GU)], [LG, (TE)], [(SA)], [(RA), (SW)]]},""lagna"":{""code"":""R10"",""name"":""lagna"",""veda"":[[LG, (TE)], [SY, CH]]}}"
"2022-08-27 09:00:00","-05:00:00","{""(GU)"":""N26P3"",""(SA)"":""N23P2"",""(RA)"":""N2P3"",""(TE)"":""N21P2"",""CH"":""N10P4"",""SY"":""N10P4"",""(SW)"":""N2P4"",""BU"":""N12P4"",""MA"":""N3P4"",""(KE)"":""N16P1"",""(SM)"":""N25P4"",""SK"":""N9P3"",""LG"":""N13P4""}","{""rasi"":{""code"":""R10"",""name"":""lagna"",""veda"":[[(TE)], [SY, CH]]},""tithi"":{""code"":""poorna"",""name"":""tithi"",""veda"":[[(GU)], [LG]]},""nakshatra"":{""code"":""N23"",""name"":""nakshatra"",""veda"":[[(SA)]]},""vaara"":{""code"":""rikta"",""name"":""vaara"",""veda"":[[SK], [(TE)], [(GU)], [(SA)], [LG], [(RA), (SW)]]},""lagna"":{""code"":""R10"",""name"":""lagna"",""veda"":[[(TE)], [SY, CH]]}}"
"2022-08-27 17:00:00","-05:00:00","{""(GU)"":""N26P3"",""(SA)"":""N23P2"",""(RA)"":""N2P3"",""(TE)"":""N21P2"",""CH"":""N11P2"",""SY"":""N10P4"",""(SW)"":""N2P4"",""BU"":""N12P4"",""MA"":""N4P1"",""(KE)"":""N16P1"",""(SM)"":""N25P4"",""SK"":""N9P3"",""LG"":""N21P4""}","{""rasi"":{""code"":""R10"",""name"":""lagna"",""veda"":[[(TE)], [SY]]},""tithi"":{""code"":""poorna"",""name"":""tithi"",""veda"":[[(GU)]]},""nakshatra"":{""code"":""N23"",""name"":""nakshatra"",""veda"":[[(SA)]]},""vaara"":{""code"":""rikta"",""name"":""vaara"",""veda"":[[SK], [(TE)], [(GU)], [(SA)], [(RA), (SW)]]},""lagna"":{""code"":""R10"",""name"":""lagna"",""veda"":[[(TE)], [SY]]}}"
"2022-08-28 09:00:00","-05:00:00","{""(GU)"":""N26P3"",""(SA)"":""N23P2"",""(RA)"":""N2P3"",""(TE)"":""N21P2"",""CH"":""N11P4"",""SY"":""N10P4"",""(SW)"":""N2P4"",""BU"":""N12P4"",""MA"":""N4P1"",""(KE)"":""N16P1"",""(SM)"":""N25P4"",""SK"":""N9P3"",""LG"":""N14P1""}","{""rasi"":{""code"":""R10"",""name"":""lagna"",""veda"":[[(TE)], [SY]]},""tithi"":{""code"":""poorna"",""name"":""tithi"",""veda"":[[(GU)]]},""nakshatra"":{""code"":""N23"",""name"":""nakshatra"",""veda"":[[(SA)]]},""vaara"":{""code"":""rikta"",""name"":""vaara"",""veda"":[[SK], [(TE)], [(GU)], [(SA)], [(RA), (SW)]]},""lagna"":{""code"":""R10"",""name"":""lagna"",""veda"":[[(TE)], [SY]]}}"
"2022-08-28 17:00:00","-05:00:00","{""(GU)"":""N26P3"",""(SA)"":""N23P2"",""(RA)"":""N2P3"",""(TE)"":""N21P2"",""CH"":""N12P1"",""SY"":""N10P4"",""(SW)"":""N2P4"",""BU"":""N12P4"",""MA"":""N4P1"",""(KE)"":""N16P1"",""(SM)"":""N25P4"",""SK"":""N9P4"",""LG"":""N21P4""}","{""rasi"":{""code"":""R10"",""name"":""lagna"",""veda"":[[(TE)], [SY]]},""tithi"":{""code"":""poorna"",""name"":""tithi"",""veda"":[[(GU)]]},""nakshatra"":{""code"":""N23"",""name"":""nakshatra"",""veda"":[[(SA)]]},""vaara"":{""code"":""rikta"",""name"":""vaara"",""veda"":[[SK], [(TE)], [(GU)], [(SA)], [(RA), (SW)]]},""lagna"":{""code"":""R10"",""name"":""lagna"",""veda"":[[(TE)], [SY]]}}"
"2022-08-29 09:00:00","-05:00:00","{""(GU)"":""N26P3"",""(SA)"":""N23P1"",""(RA)"":""N2P3"",""(TE)"":""N21P2"",""CH"":""N12P4"",""SY"":""N10P4"",""(SW)"":""N2P4"",""BU"":""N12P4"",""MA"":""N4P1"",""(KE)"":""N16P1"",""(SM)"":""N25P4"",""SK"":""N9P4"",""LG"":""N14P1""}","{""rasi"":{""code"":""R10"",""name"":""lagna"",""veda"":[[(TE)], [SY]]},""tithi"":{""code"":""poorna"",""name"":""tithi"",""veda"":[[(GU)]]},""nakshatra"":{""code"":""N23"",""name"":""nakshatra"",""veda"":[[(SA)]]},""vaara"":{""code"":""rikta"",""name"":""vaara"",""veda"":[[SK], [(TE)], [(GU)], [(SA)], [(RA), (SW)]]},""lagna"":{""code"":""R10"",""name"":""lagna"",""veda"":[[(TE)], [SY]]}}"
"2022-08-29 17:00:00","-05:00:00","{""(GU)"":""N26P3"",""(SA)"":""N23P1"",""(RA)"":""N2P3"",""(TE)"":""N21P2"",""CH"":""N13P1"",""SY"":""N10P4"",""(SW)"":""N2P4"",""BU"":""N12P4"",""MA"":""N4P1"",""(KE)"":""N16P1"",""(SM)"":""N25P4"",""SK"":""N9P4"",""LG"":""N22P1""}","{""rasi"":{""code"":""R10"",""name"":""lagna"",""veda"":[[(TE)], [SY], [LG]]},""tithi"":{""code"":""poorna"",""name"":""tithi"",""veda"":[[(GU)], [CH]]},""nakshatra"":{""code"":""N23"",""name"":""nakshatra"",""veda"":[[(SA)]]},""vaara"":{""code"":""rikta"",""name"":""vaara"",""veda"":[[SK], [(TE)], [(GU)], [CH], [(SA)], [(RA), (SW)]]},""lagna"":{""code"":""R10"",""name"":""lagna"",""veda"":[[(TE)], [SY], [LG]]}}"
"2022-08-30 09:00:00","-05:00:00","{""(GU)"":""N26P3"",""(SA)"":""N23P1"",""(RA)"":""N2P3"",""(TE)"":""N21P2"",""CH"":""N13P4"",""SY"":""N10P4"",""(SW)"":""N2P4"",""BU"":""N13P1"",""MA"":""N4P1"",""(KE)"":""N16P1"",""(SM)"":""N25P4"",""SK"":""N9P4"",""LG"":""N14P1""}","{""rasi"":{""code"":""R10"",""name"":""lagna"",""veda"":[[(TE)], [SY]]},""tithi"":{""code"":""poorna"",""name"":""tithi"",""veda"":[[(GU)], [CH, BU]]},""nakshatra"":{""code"":""N23"",""name"":""nakshatra"",""veda"":[[(SA)]]},""vaara"":{""code"":""rikta"",""name"":""vaara"",""veda"":[[SK], [(TE)], [(GU)], [CH, BU], [(SA)], [(RA), (SW)]]},""lagna"":{""code"":""R10"",""name"":""lagna"",""veda"":[[(TE)], [SY]]}}"
"2022-08-30 17:00:00","-05:00:00","{""(GU)"":""N26P3"",""(SA)"":""N23P1"",""(RA)"":""N2P3"",""(TE)"":""N21P2"",""CH"":""N14P1"",""SY"":""N11P1"",""(SW)"":""N2P4"",""BU"":""N13P1"",""MA"":""N4P1"",""(KE)"":""N16P1"",""(SM)"":""N25P4"",""SK"":""N9P4"",""LG"":""N22P1""}","{""rasi"":{""code"":""R10"",""name"":""lagna"",""veda"":[[(TE)], [LG]]},""tithi"":{""code"":""poorna"",""name"":""tithi"",""veda"":[[(GU)], [BU]]},""nakshatra"":{""code"":""N23"",""name"":""nakshatra"",""veda"":[[(SA)]]},""vaara"":{""code"":""rikta"",""name"":""vaara"",""veda"":[[SK], [(TE)], [(GU)], [BU], [(SA)], [(RA), (SW)]]},""lagna"":{""code"":""R10"",""name"":""lagna"",""veda"":[[(TE)], [LG]]}}"
